#,Name,Catch Rate,HP,Male,Female,Egg Group,Held Item,Location
1,Bulbasaur,45,45,87.50%,12.50%,"Monster, Plant",None,Grass | Kanto | Route 5 | Rare | Lvl.10
Cave | Kanto | Icefall Cave | Uncommon | Lvl.48-50
Water | Kanto | Icefall Cave | Uncommon | Lvl.40-50
Grass | Kanto | Kindle Road | Uncommon | Lvl.36-38
Super Rod | Kanto | Kindle Road | Rare | Lvl.25-40
Super Rod | Kanto | Memorial Pillar | Rare | Lvl.25-40
Super Rod | Kanto | One Island | Rare | Lvl.25-40
Super Rod | Kanto | Outcast Island | Rare | Lvl.25-40
Super Rod | Kanto | Pallet Town | Rare | Lvl.25-40
Super Rod | Kanto | Resort Gorgeous | Rare | Lvl.25-40
Grass | Kanto | Route 4 | Uncommon | Lvl.8-12
Super Rod | Kanto | Route 4 | Rare | Lvl.25-40
Grass | Kanto | Route 6 | Uncommon | Lvl.14-15
Water | Kanto | Route 6 | Very Common | Lvl.30-35
Super Rod | Kanto | Route 6 | Rare | Lvl.25-40
Super Rod | Kanto | Route 10 | Rare | Lvl.25-40
Super Rod | Kanto | Route 11 | Rare | Lvl.25-40
Super Rod | Kanto | Route 12 | Rare | Lvl.25-40
Super Rod | Kanto | Route 13 | Rare | Lvl.25-40
Grass | Kanto | Route 17 | Uncommon | Lvl.24-28
Super Rod | Kanto | Route 19 | Rare | Lvl.25-40
Super Rod | Kanto | Route 20 | Rare | Lvl.25-40
Super Rod | Kanto | Route 21 | Rare | Lvl.25-40
Water | Kanto | Route 22 | Very Common | Lvl.30-35
Super Rod | Kanto | Route 22 | Rare | Lvl.25-40
Water | Kanto | Route 23 | Very Common | Lvl.30-40
Super Rod | Kanto | Route 23 | Uncommon | Lvl.25-40
Grass | Kanto | Route 24 | Uncommon | Lvl.12-14
Super Rod | Kanto | Route 24 | Rare | Lvl.25-40
Grass | Kanto | Route 25 | Uncommon | Lvl.12-14
Water | Kanto | Route 25 | Very Common | Lvl.30-35
Super Rod | Kanto | Route 25 | Rare | Lvl.25-40
Grass | Kanto | Ruin Valley | Rare | Lvl.50-52
Super Rod | Kanto | Ruin Valley | Rare | Lvl.25-40
Super Rod | Kanto | S.s. Anne | Rare | Lvl.25-40
Water | Kanto | Safari Zone | Very Common | Lvl.30-35
Super Rod | Kanto | Safari Zone | Rare | Lvl.25-40
Cave | Kanto | Seafoam Islands | Uncommon | Lvl.26-32
Water | Kanto | Seafoam Islands | Uncommon | Lvl.30-40
Good Rod | Kanto | Seafoam Islands | Uncommon | Lvl.10-25
Super Rod | Kanto | Seafoam Islands | Rare | Lvl.25-40
Super Rod | Kanto | Tanoby Ruins | Rare | Lvl.25-40
Super Rod | Kanto | Trainer Tower | Rare | Lvl.25-40
Grass | Kanto | Treasure Beach | Uncommon | Lvl.36-38
Super Rod | Kanto | Treasure Beach | Rare | Lvl.25-40
Super Rod | Kanto | Vermilion City | Rare | Lvl.25-40
Water | Kanto | Viridian City | Common | Lvl.30-35
Super Rod | Kanto | Viridian City | Rare | Lvl.25-40
Super Rod | Kanto | Water Labyrinth | Rare | Lvl.25-40
Grass | Kanto | Water Path | Uncommon | Lvl.48-50
Super Rod | Kanto | Water Path | Rare | Lvl.25-40
Grass | Hoenn | Safari Zone | Uncommon | Lvl.27-29
Water | Hoenn | Safari Zone | Very Common | Lvl.25-30
Water | Sinnoh | Celestic Town | Very Common | Lvl.20-35
Water | Sinnoh | Eterna City | Very Common | Lvl.20-35
Inside | Sinnoh | Great Marsh | Very Rare | Lvl.27-29
Water | Sinnoh | Great Marsh | Very Rare | Lvl.20-30
Water | Sinnoh | Lake Acuity | Very Common | Lvl.20-30
Grass | Sinnoh | Lake Acuity | Uncommon | Lvl.38
Grass | Sinnoh | Lake Valor | Common | Lvl.38-39
Water | Sinnoh | Lake Verity | Very Common | Lvl.20-30
Cave | Sinnoh | Oreburgh Gate | Very Common | Lvl.5-10
Water | Sinnoh | Oreburgh Gate | Very Common | Lvl.20-30
Cave | Sinnoh | Ravaged Path | Very Common | Lvl.4-6
Water | Sinnoh | Ravaged Path | Very Common | Lvl.20-30
Water | Sinnoh | Resort Area | Uncommon | Lvl.35-45
Water | Sinnoh | Route 203 | Very Common | Lvl.20-35
Water | Sinnoh | Route 204 | Very Common | Lvl.20-30
Water | Sinnoh | Route 205 | Very Common | Lvl.20-30
Grass | Sinnoh | Route 208 | Uncommon | Lvl.18-19
Water | Sinnoh | Route 208 | Very Common | Lvl.20-30
Water | Sinnoh | Route 209 | Very Common | Lvl.20-30
Grass | Sinnoh | Route 210 | Uncommon | Lvl.27-28
Water | Sinnoh | Route 210 | Very Common | Lvl.20-30
Water | Sinnoh | Route 212 | Very Common | Lvl.20-30
Water | Sinnoh | Route 214 | Very Common | Lvl.20-30
Water | Sinnoh | Route 225 | Uncommon | Lvl.35-45
Water | Sinnoh | Twinleaf Town | Very Common | Lvl.20-35"
55,Golduck,75,80,50%,50%,"Water A, Field",None,"Water | Kanto | Berry Forest | Uncommon | Lvl.33-40
Grass | Kanto | Cape Brink | Rare | Lvl.41-43
Water | Kanto | Cape Brink | Common | Lvl.33-40
Water | Kanto | Cerulean Cave | Very Common | Lvl.47-50
Cave | Kanto | Icefall Cave | Uncommon | Lvl.48-50
Water | Kanto | Route 6 | Rare | Lvl.33-35
Cave | Kanto | Seafoam Islands | Rare | Lvl.33-36
Water | Kanto | Seafoam Islands | Rare | Lvl.33-40
Grass | Unova | Route 11 | Common | Lvl.47-48
Dark Grass | Unova | Route 11 | Common | Lvl.52-53
Grass | Unova | Route 14 | Common | Lvl.47
Dark Grass | Unova | Route 14 | Common | Lvl.52
Grass | Unova | Village Bridge | Very Common | Lvl.47-49
Dark Grass | Unova | Village Bridge | Very Common | Lvl.52-54
Water | Sinnoh | Celestic Town | Uncommon | Lvl.33-35
Water | Sinnoh | Eterna City | Uncommon | Lvl.33-35
Water | Sinnoh | Lake Acuity | Uncommon | Lvl.33-40
Grass | Sinnoh | Lake Acuity | Common | Lvl.38-40
Grass | Sinnoh | Lake Valor | Uncommon | Lvl.40-41
Water | Sinnoh | Lake Valor | Uncommon | Lvl.33-40
Water | Sinnoh | Lake Verity | Uncommon | Lvl.33-40
Water | Sinnoh | Oreburgh Gate | Rare | Lvl.33-40
Water | Sinnoh | Ravaged Path | Rare | Lvl.33-40
Water | Sinnoh | Resort Area | Very Common | Lvl.40-55
Water | Sinnoh | Route 203 | Uncommon | Lvl.33-35
Water | Sinnoh | Route 204 | Uncommon | Lvl.33-40
Water | Sinnoh | Route 205 | Uncommon | Lvl.33-40
Water | Sinnoh | Route 208 | Uncommon | Lvl.33-40
Water | Sinnoh | Route 209 | Uncommon | Lvl.33-40
Water | Sinnoh | Route 210 | Uncommon | Lvl.33-40
Water | Sinnoh | Route 212 | Rare | Lvl.33-40
Water | Sinnoh | Route 214 | Uncommon | Lvl.33-40
Water | Sinnoh | Route 225 | Very Common | Lvl.40-55
Grass | Sinnoh | Route 226 | Uncommon | Lvl.51-53
Grass | Sinnoh | Route 230 | Uncommon | Lvl.52
Grass | Sinnoh | Sendoff Spring | Uncommon | Lvl.38-40
Water | Sinnoh | Sendoff Spring | Very Common | Lvl.33-40
Water | Sinnoh | Twinleaf Town | Uncommon | Lvl.33-35"
56,Mankey,190,40,50%,50%,Field,Payapa Berry,"Cave | Kanto | Rock Tunnel | Uncommon | Lvl.16-17
Grass | Kanto | Route 3 | Uncommon | Lvl.7
Grass | Kanto | Route 4 | Uncommon | Lvl.10-12
Grass | Kanto | Route 5 | Uncommon | Lvl.12-15
Grass | Kanto | Route 6 | Rare | Lvl.12-15
Grass | Kanto | Route 7 | Uncommon | Lvl.18-20
Grass | Kanto | Route 8 | Rare | Lvl.18-20
Grass | Kanto | Route 9 | Rare | Lvl.14-17
Grass | Kanto | Route 22 | Common | Lvl.3-5
Grass | Kanto | Route 23 | Uncommon | Lvl.38-42"
57,Primeape,75,65,50%,50%,Field,Payapa Berry,"Cave | Kanto | Cerulean Cave | Very Rare | Lvl.54-56
Grass | Kanto | Route 23 | Uncommon | Lvl.42
Cave | Kanto | Victory Road | Very Rare | Lvl.42"
58,Growlithe,190,55,75%,25%,Field,Rawst Berry,"Inside | Kanto | Pokémon Mansion | Uncommon | Lvl.30-32
Grass | Kanto | Route 5 | Rare | Lvl.12-14
Grass | Kanto | Route 6 | Rare | Lvl.12-14
Grass | Kanto | Route 7 | Uncommon | Lvl.19-22
Grass | Kanto | Route 8 | Uncommon | Lvl.19-22"
60,Poliwag,255,40,50%,50%,Water A,None,"Good Rod | Kanto | Berry Forest | Very Common | Lvl.10-25
Good Rod | Kanto | Cape Brink | Very Common | Lvl.10-25
Super Rod | Kanto | Cape Brink | Very Common | Lvl.25-40
Good Rod | Kanto | Cerulean Cave | Very Common | Lvl.10-25
Super Rod | Kanto | Cerulean Cave | Uncommon | Lvl.25-40
Good Rod | Kanto | Cerulean City | Common | Lvl.10-25
Good Rod | Kanto | Four Island | Very Common | Lvl.10-25
Super Rod | Kanto | Four Island | Very Common | Lvl.25-40
Good Rod | Kanto | Fuchsia City | Very Common | Lvl.10-25
Good Rod | Kanto | Icefall Cave | Common | Lvl.10-25
Super Rod | Kanto | Icefall Cave | Common | Lvl.25-40
Good Rod | Kanto | Route 4 | Uncommon | Lvl.10-25
Old Rod | Kanto | Route 6 | Very Common | Lvl.5-10
Good Rod | Kanto | Route 6 | Very Common | Lvl.10-25
Super Rod | Kanto | Route 6 | Very Common | Lvl.25-40
Good Rod | Kanto | Route 10 | Uncommon | Lvl.10-25
Good Rod | Kanto | Route 11 | Uncommon | Lvl.10-25
Good Rod | Kanto | Route 12 | Uncommon | Lvl.10-25
Good Rod | Kanto | Route 13 | Uncommon | Lvl.10-25
Water | Kanto | Route 22 | Very Common | Lvl.30-35
Old Rod | Kanto | Route 22 | Uncommon | Lvl.5-10
Good Rod | Kanto | Route 22 | Very Common | Lvl.10-25
Super Rod | Kanto | Route 22 | Very Common | Lvl.25-40
Super Rod | Kanto | Route 23 | Uncommon | Lvl.25-40
Good Rod | Kanto | Route 24 | Uncommon | Lvl.10-25
Good Rod | Kanto | Route 25 | Very Common | Lvl.10-25
Super Rod | Kanto | Route 25 | Common | Lvl.25-40
Good Rod | Kanto | Ruin Valley | Very Common | Lvl.10-25
Super Rod | Kanto | Ruin Valley | Very Common | Lvl.25-40
Good Rod | Kanto | Safari Zone | Very Common | Lvl.10-25
Water | Kanto | Viridian City | Very Common | Lvl.30-35
Old Rod | Kanto | Viridian City | Uncommon | Lvl.5-10
Good Rod | Kanto | Viridian City | Very Common | Lvl.10-25
Super Rod | Kanto | Viridian City | Common | Lvl.25-40
Super Rod | Unova | Challenger's Cave | Very Common | Lvl.35-55
Super Rod | Unova | Giant Chasm | Very Common | Lvl.35-55
Super Rod | Unova | Route 6 | Very Common | Lvl.35-55
Super Rod | Unova | Victory Road | Very Common | Lvl.35-55
Super Rod | Unova | Wellspring Cave | Very Common | Lvl.35-55
Good Rod | Sinnoh | Route 225 | Common | Lvl.10-25
Water | Sinnoh | Route 227 | Very Common | Lvl.20-36
Water | Sinnoh | Route 228 | Very Common | Lvl.35-45"
61,Poliwhirl,120,65,50%,50%,Water A,King's Rock,"Super Rod | Kanto | Cape Brink | Very Common | Lvl.25-40
Super Rod | Kanto | Cerulean Cave | Common | Lvl.25-40
Super Rod | Kanto | Four Island | Very Common | Lvl.25-40
Super Rod | Kanto | Icefall Cave | Uncommon | Lvl.25-40
Super Rod | Kanto | Route 6 | Very Common | Lvl.25-40
Super Rod | Kanto | Route 10 | Rare | Lvl.25-40
Water | Kanto | Route 22 | Common | Lvl.30-35
Super Rod | Kanto | Route 22 | Common | Lvl.25-40
Super Rod | Kanto | Route 23 | Uncommon | Lvl.25-40
Super Rod | Kanto | Route 25 | Uncommon | Lvl.25-40
Super Rod | Kanto | Ruin Valley | Very Common | Lvl.25-40
Water | Kanto | Viridian City | Common | Lvl.30-35
Super Rod | Kanto | Viridian City | Common | Lvl.25-40
Super Rod | Unova | Challenger's Cave | Rare | Lvl.35-55
Super Rod | Unova | Giant Chasm | Rare | Lvl.35-55
Super Rod | Unova | Route 6 | Rare | Lvl.35-55
Super Rod | Unova | Victory Road | Rare | Lvl.35-55
Super Rod | Unova | Wellspring Cave | Uncommon | Lvl.35-55
Water | Sinnoh | Route 225 | Common | Lvl.40-50
Super Rod | Sinnoh | Route 225 | Common | Lvl.30-40
Water | Sinnoh | Route 227 | Very Common | Lvl.37-55
Water | Sinnoh | Route 228 | Very Common | Lvl.40-55"
63,Abra,200,25,75%,25%,Humanoid,Twisted Spoon,"Grass | Kanto | Route 5 | Rare | Lvl.12-14
Grass | Kanto | Route 6 | Rare | Lvl.12-14
Grass | Kanto | Route 7 | Rare | Lvl.17-18
Grass | Kanto | Route 8 | Rare | Lvl.17-18
Grass | Kanto | Route 24 | Uncommon | Lvl.12
Grass | Kanto | Route 25 | Uncommon | Lvl.12
Cave | Hoenn | Granite Cave | Uncommon | Lvl.10-13
Grass | Hoenn | Route 116 | Uncommon | Lvl.7
Grass | Sinnoh | Route 203 | Uncommon | Lvl.4-5
Grass | Sinnoh | Route 215 | Uncommon | Lvl.19-20"
64,Kadabra,100,40,75%,25%,Humanoid,Twisted Spoon,"Cave | Kanto | Cerulean Cave | Uncommon | Lvl.56-60
Grass | Kanto | Route 7 | Rare | Lvl.18-20
Grass | Kanto | Route 8 | Rare | Lvl.18-20
Grass | Sinnoh | Route 215 | Rare | Lvl.21-22
Cave | Sinnoh | Victory Road | Common | Lvl.45-47"
66,Machop,180,70,75%,25%,Humanoid,Focus Band,"Cave | Kanto | Mt. Ember | Uncommon | Lvl.38-48
Grass | Kanto | Mt. Ember | Common | Lvl.38-40
Cave | Kanto | Rock Tunnel | Uncommon | Lvl.16-17
Cave | Kanto | Victory Road | Rare | Lvl.42-46
Cave | Hoenn | Fiery Path | Rare | Lvl.15-16
Grass | Hoenn | Jagged Pass | Common | Lvl.20-22
Grass | Hoenn | Route 112 | Common | Lvl.14-16
Cave | Sinnoh | Mt. Coronet | Rare | Lvl.16-20
Grass | Sinnoh | Route 206 | Uncommon | Lvl.17-19
Grass | Sinnoh | Route 207 | Very Common | Lvl.5-8
Grass | Sinnoh | Route 208 | Uncommon | Lvl.18-19
Grass | Sinnoh | Route 210 | Rare | Lvl.28-29
Grass | Sinnoh | Route 211 | Uncommon | Lvl.14-15"
67,Machoke,90,80,75%,25%,Humanoid,Focus Band,"Cave | Kanto | Cerulean Cave | Rare | Lvl.54-60
Cave | Kanto | Mt. Ember | Rare | Lvl.40-48
Cave | Kanto | Victory Road | Uncommon | Lvl.44-48
Grass | Sinnoh | Acuity Lakefront | Common | Lvl.35-36
Cave | Sinnoh | Mt. Coronet | Uncommon | Lvl.35-41
Grass | Sinnoh | Mt. Coronet | Common | Lvl.39-40
Grass | Sinnoh | Route 210 | Rare | Lvl.29-30
Grass | Sinnoh | Route 211 | Rare | Lvl.29-30
Grass | Sinnoh | Route 216 | Common | Lvl.33-34
Grass | Sinnoh | Route 217 | Common | Lvl.35-36
Grass | Sinnoh | Route 225 | Rare | Lvl.51
Grass | Sinnoh | Route 226 | Uncommon | Lvl.53
Cave | Sinnoh | Stark Mountain | Rare | Lvl.56-58
Cave | Sinnoh | Victory Road | Uncommon | Lvl.44-52"
69,Bellsprout,255,50,50%,50%,Plant,Big Root,"Grass | Kanto | Berry Forest | Rare | Lvl.41-43
Grass | Kanto | Bond Bridge | Uncommon | Lvl.40-42
Grass | Kanto | Cape Brink | Rare | Lvl.39-41
Grass | Kanto | Route 2 | Uncommon | Lvl.3-4
Grass | Kanto | Route 5 | Uncommon | Lvl.12-15
Grass | Kanto | Route 6 | Uncommon | Lvl.12-15
Grass | Kanto | Route 7 | Uncommon | Lvl.18-20
Grass | Kanto | Route 12 | Uncommon | Lvl.22-26
Grass | Kanto | Route 13 | Uncommon | Lvl.22-26
Grass | Kanto | Route 14 | Rare | Lvl.24-26
Grass | Kanto | Route 15 | Rare | Lvl.24-26
Grass | Kanto | Route 21 | Uncommon | Lvl.27-29
Grass | Kanto | Route 24 | Uncommon | Lvl.12-14
Grass | Kanto | Route 25 | Uncommon | Lvl.12-14
Grass | Kanto | Viridian Forest | Uncommon | Lvl.4-6
Grass | Kanto | Water Path | Rare | Lvl.48-50
Grass | Sinnoh | Route 224 (Morning/Day) | Uncommon | Lvl.49
Grass | Sinnoh | Route 229 | Rare | Lvl.47-50
Grass | Sinnoh | Route 230 (Morning/Day) | Uncommon | Lvl.47"
70,Weepinbell,120,65,50%,50%,Plant,Big Root,"Grass | Kanto | Berry Forest | Uncommon | Lvl.43-45
Grass | Kanto | Bond Bridge | Uncommon | Lvl.42-44
Grass | Kanto | Cape Brink | Uncommon | Lvl.40-42
Grass | Kanto | Route 12 | Uncommon | Lvl.28-30
Grass | Kanto | Route 13 | Uncommon | Lvl.28-30
Grass | Kanto | Route 14 | Uncommon | Lvl.30
Grass | Kanto | Route 15 | Uncommon | Lvl.28-30
Grass | Kanto | Route 21 | Uncommon | Lvl.30-32
Grass | Kanto | Water Path | Uncommon | Lvl.48-50
Grass | Sinnoh | Route 224 (Morning/Day) | Rare | Lvl.53
Grass | Sinnoh | Route 229 | Uncommon | Lvl.51-52
Grass | Sinnoh | Route 230 | Rare | Lvl.50"
72,Tentacool,190,40,50%,50%,Water C,Poison Barb,"Water | Kanto | Bond Bridge | Very Common | Lvl.30-40
Water | Kanto | Cerulean City | Common | Lvl.30-35
Water | Kanto | Cinnabar Island | Very Common | Lvl.30-35
Old Rod | Kanto | Cinnabar Island | Uncommon | Lvl.5-10
Water | Kanto | Five Island | Very Common | Lvl.40-50
Water | Kanto | Five Isle Meadow | Very Common | Lvl.40-50
Water | Kanto | Green Path | Very Common | Lvl.40-50
Water | Kanto | Icefall Cave | Very Common | Lvl.40-50
Water | Kanto | Kindle Road | Very Common | Lvl.30-40
Water | Kanto | Memorial Pillar | Very Common | Lvl.40-50
Water | Kanto | One Island | Very Common | Lvl.30-40
Water | Kanto | Outcast Island | Very Common | Lvl.40-50
Water | Kanto | Pallet Town | Very Common | Lvl.30-35
Old Rod | Kanto | Pallet Town | Uncommon | Lvl.5-10
Good Rod | Kanto | Pallet Town | Uncommon | Lvl.10-25
Water | Kanto | Resort Gorgeous | Very Common | Lvl.40-50
Water | Kanto | Route 4 | Very Common | Lvl.30-35
Water | Kanto | Route 10 | Very Common | Lvl.30-35
Water | Kanto | Route 11 | Very Common | Lvl.30-35
Super Rod | Kanto | Route 11 | Rare | Lvl.25-40
Water | Kanto | Route 12 | Very Common | Lvl.30-35
Old Rod | Kanto | Route 12 | Uncommon | Lvl.5-10
Good Rod | Kanto | Route 12 | Uncommon | Lvl.10-25
Super Rod | Kanto | Route 12 | Uncommon | Lvl.25-40
Water | Kanto | Route 13 | Very Common | Lvl.30-35
Old Rod | Kanto | Route 13 | Uncommon | Lvl.5-10
Good Rod | Kanto | Route 13 | Uncommon | Lvl.10-25
Super Rod | Kanto | Route 13 | Uncommon | Lvl.25-40
Water | Kanto | Route 19 | Very Common | Lvl.30-35
Water | Kanto | Route 20 | Very Common | Lvl.30-35
Old Rod | Kanto | Route 20 | Uncommon | Lvl.5-10
Good Rod | Kanto | Route 20 | Common | Lvl.10-25
Water | Kanto | Route 21 | Very Common | Lvl.30-35
Old Rod | Kanto | Route 21 | Uncommon | Lvl.5-10
Good Rod | Kanto | Route 21 | Uncommon | Lvl.10-25
Water | Kanto | Route 24 | Very Common | Lvl.30-35
Water | Kanto | S.s. Anne | Very Common | Lvl.30-35
Old Rod | Kanto | S.s. Anne | Uncommon | Lvl.5-10
Super Rod | Kanto | S.s. Anne | Rare | Lvl.25-40
Water | Kanto | Tanoby Ruins | Very Common | Lvl.40-50
Water | Kanto | Trainer Tower | Very Common | Lvl.40-50
Water | Kanto | Treasure Beach | Very Common | Lvl.30-40
Water | Kanto | Vermilion City | Very Common | Lvl.30-35
Old Rod | Kanto | Vermilion City | Uncommon | Lvl.5-10
Super Rod | Kanto | Vermilion City | Rare | Lvl.25-40
Super Rod | Kanto | Viridian City | Rare | Lvl.25-40
Water | Kanto | Water Labyrinth | Very Common | Lvl.40-50
Water | Kanto | Water Path | Very Common | Lvl.40-50
Water | Hoenn | Abandoned Ship | Very Common | Lvl.20-30
Old Rod | Hoenn | Abandoned Ship | Very Common | Lvl.5-15
Good Rod | Hoenn | Abandoned Ship | Very Common | Lvl.15-30
Super Rod | Hoenn | Abandoned Ship | Very Common | Lvl.30-40
Water | Hoenn | Aqua Hideout | Very Common | Lvl.20-30
Old Rod | Hoenn | Aqua Hideout | Very Common | Lvl.5
Good Rod | Hoenn | Aqua Hideout | Very Common | Lvl.25
Water | Hoenn | Aqua Hideout | Very Common | Lvl.25-30
Old Rod | Hoenn | Aqua Hideout | Very Common | Lvl.5-15
Good Rod | Hoenn | Aqua Hideout | Common | Lvl.15-30
Old Rod | Hoenn | Battle Frontier | Very Common | Lvl.5-15
Good Rod | Hoenn | Battle Frontier | Common | Lvl.15-30
Old Rod | Hoenn | Dewford Town | Very Common | Lvl.5-15
Good Rod | Hoenn | Dewford Town | Common | Lvl.15-30
Water | Hoenn | Dewford Town | Very Common | Lvl.20-30
Water | Hoenn | Ever Grande City | Very Common | Lvl.30-40
Old Rod | Hoenn | Ever Grande City | Very Common | Lvl.5-15
Old Rod | Hoenn | Lilycove City | Very Common | Lvl.5-15
Good Rod | Hoenn | Lilycove City | Common | Lvl.15-30
Water | Hoenn | Lilycove City | Very Common | Lvl.25-30
Water | Hoenn | Mossdeep City | Very Common | Lvl.25-35
Old Rod | Hoenn | Mossdeep City | Very Common | Lvl.5-15
Good Rod | Hoenn | Mossdeep City | Common | Lvl.15-30
Water | Hoenn | Pacifidlog Town | Very Common | Lvl.30-40
Old Rod | Hoenn | Pacifidlog Town | Very Common | Lvl.5-15
Good Rod | Hoenn | Pacifidlog Town | Common | Lvl.15-30
Old Rod | Hoenn | Route 103 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 103 | Common | Lvl.15-30
Water | Hoenn | Route 103 | Very Common | Lvl.20-30
Old Rod | Hoenn | Route 105 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 105 | Common | Lvl.15-30
Water | Hoenn | Route 105 | Very Common | Lvl.20-30
Old Rod | Hoenn | Route 106 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 106 | Common | Lvl.15-30
Water | Hoenn | Route 106 | Very Common | Lvl.20-30
Old Rod | Hoenn | Route 107 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 107 | Common | Lvl.15-30
Water | Hoenn | Route 107 | Very Common | Lvl.20-30
Old Rod | Hoenn | Route 108 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 108 | Common | Lvl.15-30
Water | Hoenn | Route 108 | Very Common | Lvl.20-30
Old Rod | Hoenn | Route 109 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 109 | Common | Lvl.15-30
Water | Hoenn | Route 109 | Very Common | Lvl.20-30
Old Rod | Hoenn | Route 110 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 110 | Common | Lvl.15-30
Water | Hoenn | Route 110 | Very Common | Lvl.20-30
Old Rod | Hoenn | Route 115 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 115 | Common | Lvl.15-30
Water | Hoenn | Route 115 | Very Common | Lvl.20-30
Old Rod | Hoenn | Route 118 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 118 | Common | Lvl.15-30
Water | Hoenn | Route 118 | Very Common | Lvl.20-30
Old Rod | Hoenn | Route 119 | Very Common | Lvl.5-15
Water | Hoenn | Route 119 | Very Common | Lvl.20-30
Old Rod | Hoenn | Route 121 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 121 | Common | Lvl.15-30
Water | Hoenn | Route 121 | Very Common | Lvl.25-30
Old Rod | Hoenn | Route 122 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 122 | Common | Lvl.15-30
Water | Hoenn | Route 122 | Very Common | Lvl.25-30
Water | Hoenn | Route 124 | Very Common | Lvl.25-30
Old Rod | Hoenn | Route 124 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 124 | Common | Lvl.15-30
Water | Hoenn | Route 125 | Very Common | Lvl.25-35
Old Rod | Hoenn | Route 125 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 125 | Common | Lvl.15-30
Water | Hoenn | Route 126 | Very Common | Lvl.30-35
Old Rod | Hoenn | Route 126 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 126 | Common | Lvl.15-30
Water | Hoenn | Route 127 | Very Common | Lvl.25-35
Old Rod | Hoenn | Route 127 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 127 | Common | Lvl.15-30
Water | Hoenn | Route 128 | Very Common | Lvl.30-35
Old Rod | Hoenn | Route 128 | Very Common | Lvl.5-15
Water | Hoenn | Route 129 | Very Common | Lvl.30-40
Old Rod | Hoenn | Route 129 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 129 | Common | Lvl.15-30
Water | Hoenn | Route 130 | Very Common | Lvl.30-40
Old Rod | Hoenn | Route 130 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 130 | Common | Lvl.15-30
Water | Hoenn | Route 131 | Very Common | Lvl.30-40
Old Rod | Hoenn | Route 131 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 131 | Common | Lvl.15-30
Water | Hoenn | Route 132 | Very Common | Lvl.30-40
Old Rod | Hoenn | Route 132 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 132 | Common | Lvl.15-30
Water | Hoenn | Route 133 | Very Common | Lvl.30-40
Old Rod | Hoenn | Route 133 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 133 | Common | Lvl.15-30
Old Rod | Hoenn | Route 134 | Very Common | Lvl.5-15
Good Rod | Hoenn | Route 134 | Common | Lvl.15-30
Water | Hoenn | Route 134 | Very Common | Lvl.20-30
